DATE,DURATION,PROTOCOL,SRC IP,SRC PORT,DEST IP,DEST PORT,PACKETS,BYTES,FLOWS,FLAGS,TOS,CLASS
54:58.6,14.088,TCP  ,EXT_SERVER,22,10001_123,3301,18,2985,1,.AP.S.,0,suspicious
54:58.6,14.088,TCP  ,10001_123,3301,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
55:18.7,0.31,TCP  ,EXT_SERVER,22,10001_123,4688,1,48,1,.A..S.,0,suspicious
55:18.7,0.31,TCP  ,10001_123,4688,EXT_SERVER,22,2,94,1,...RS.,0,suspicious
55:24.0,6.909,TCP  ,10004_35,34320,EXT_SERVER,22,5,280,1,.APRSF,0,suspicious
55:24.0,6.909,TCP  ,EXT_SERVER,22,10004_35,34320,6,413,1,.AP.S.,0,suspicious
55:32.9,0,TCP  ,10080_88,37360,EXT_SERVER,23,1,46,1,....S.,0,suspicious
55:32.9,0,TCP  ,EXT_SERVER,23,10080_88,37360,1,40,1,.A.R..,0,suspicious
52:39.5,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50712,7,556,1,.AP.SF,0,normal
52:39.5,0.049,TCP  ,OPENSTACK_NET,50712,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
52:39.5,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50713,7,702,1,.AP.SF,0,normal
52:39.5,0.073,TCP  ,OPENSTACK_NET,50713,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
52:48.6,0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63781,7,561,1,.AP.SF,0,normal
52:48.6,0.05,TCP  ,OPENSTACK_NET,63781,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
52:48.8,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63782,7,1726,1,.AP.SF,0,normal
52:48.8,0.059,TCP  ,OPENSTACK_NET,63782,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
52:39.0,12.801,TCP  ,10006_27,18900,EXT_SERVER,22,20,2447,1,.AP.SF,0,suspicious
52:39.0,12.801,TCP  ,EXT_SERVER,22,10006_27,18900,21,4217,1,.AP.SF,0,suspicious
55:51.9,0.025,TCP  ,10081_11,59432,EXT_SERVER,3386,2,92,1,...RS.,0,suspicious
55:51.9,0.025,TCP  ,EXT_SERVER,3386,10081_11,59432,1,40,1,.A.R..,0,suspicious
51:28.2,89.961,TCP  ,10004_35,34933,EXT_SERVER,22,6,983,1,.AP.SF,0,suspicious
51:28.2,89.961,TCP  ,EXT_SERVER,22,10004_35,34933,13,8545,1,.AP.SF,0,suspicious
54:44.9,86.657,TCP  ,10004_35,21830,EXT_SERVER,22,8,1347,1,.APRSF,0,suspicious
54:44.9,86.657,TCP  ,EXT_SERVER,22,10004_35,21830,9,4293,1,.AP.SF,0,suspicious
56:04.2,14.445,TCP  ,EXT_SERVER,22,10001_123,2688,18,2985,1,.AP.S.,0,suspicious
56:04.2,14.445,TCP  ,10001_123,2688,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
56:33.3,0,TCP  ,EXT_SERVER,23,10082_175,57242,1,40,1,.A.R..,0,suspicious
56:33.3,0,TCP  ,10082_175,57242,EXT_SERVER,23,1,46,1,....S.,0,suspicious
53:33.9,9.336,TCP  ,10006_27,15022,EXT_SERVER,22,17,2311,1,.AP.SF,0,suspicious
53:33.9,9.336,TCP  ,EXT_SERVER,22,10006_27,15022,21,3425,1,.AP.SF,0,suspicious
53:48.6,0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63798,7,702,1,.AP.SF,0,normal
53:48.6,0.072,TCP  ,OPENSTACK_NET,63798,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
53:48.6,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63797,7,556,1,.AP.SF,0,normal
53:48.6,0.048,TCP  ,OPENSTACK_NET,63797,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
56:38.4,14.939,TCP  ,EXT_SERVER,22,10001_123,1158,18,2985,1,.AP.S.,0,suspicious
56:38.4,14.939,TCP  ,10001_123,1158,EXT_SERVER,22,16,2981,1,.APRS.,0,suspicious
57:06.3,16.053,TCP  ,EXT_SERVER,22,10001_123,1338,18,2997,1,.AP.S.,0,suspicious
57:06.3,16.053,TCP  ,10001_123,1338,EXT_SERVER,22,13,3027,1,.APRS.,0,suspicious
54:23.4,0,UDP  ,10025_123,5080,EXT_SERVER,5060,1,438,1,......,0,suspicious
54:23.4,0,ICMP ,EXT_SERVER,0,10025_123,3.3,1,466,1,......,0,suspicious
57:32.3,13.908,TCP  ,EXT_SERVER,22,10001_123,1932,19,3037,1,.AP.S.,0,suspicious
57:32.3,13.908,TCP  ,10001_123,1932,EXT_SERVER,22,16,3091,1,.APRS.,0,suspicious
57:51.4,0,TCP  ,10083_50,53,EXT_SERVER,53,1,46,1,....S.,0,suspicious
57:51.4,0,TCP  ,EXT_SERVER,53,10083_50,53,1,40,1,.A.R..,0,suspicious
52:39.5,135.084,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50714,3,132,1,.A..SF,0,normal
52:39.5,135.084,TCP  ,OPENSTACK_NET,50714,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
57:48.6,14.368,TCP  ,EXT_SERVER,22,10001_123,3378,21,3117,1,.AP.S.,0,suspicious
57:48.6,14.368,TCP  ,10001_123,3378,EXT_SERVER,22,18,3183,1,.APRS.,0,suspicious
56:06.3,120.922,TCP  ,10004_35,24557,EXT_SERVER,22,5,277,1,.APRSF,0,suspicious
56:06.3,120.922,TCP  ,EXT_SERVER,22,10004_35,24557,11,6590,1,.AP.SF,0,suspicious
58:18.5,0,TCP  ,10084_120,34592,EXT_SERVER,23,1,46,1,....S.,0,suspicious
58:18.5,0,TCP  ,EXT_SERVER,23,10084_120,34592,1,40,1,.A.R..,0,suspicious
58:09.5,13.615,TCP  ,EXT_SERVER,22,10001_123,2642,18,2985,1,.AP.S.,0,suspicious
58:09.5,13.615,TCP  ,10001_123,2642,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
55:24.1,9.302,TCP  ,10006_27,20166,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
55:24.1,9.302,TCP  ,EXT_SERVER,22,10006_27,20166,19,3185,1,.AP.SF,0,suspicious
55:39.5,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50763,7,556,1,.AP.SF,0,normal
55:39.5,0.052,TCP  ,OPENSTACK_NET,50763,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
55:39.5,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50764,7,702,1,.AP.SF,0,normal
55:39.5,0.059,TCP  ,OPENSTACK_NET,50764,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
55:39.5,2.309,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50765,7,639,1,.AP.SF,0,normal
55:39.5,2.309,TCP  ,OPENSTACK_NET,50765,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
58:28.7,14.578,TCP  ,EXT_SERVER,22,10001_123,1648,20,3065,1,.AP.S.,0,suspicious
58:28.7,14.578,TCP  ,10001_123,1648,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious
56:50.1,123.447,TCP  ,10004_35,23856,EXT_SERVER,22,8,455,1,.APRSF,0,suspicious
56:50.1,123.447,TCP  ,EXT_SERVER,22,10004_35,23856,17,8849,1,.AP.SF,0,suspicious
58:55.7,0.027,TCP  ,10081_11,59432,EXT_SERVER,3394,2,92,1,...RS.,0,suspicious
58:55.7,0.027,TCP  ,EXT_SERVER,3394,10081_11,59432,1,40,1,.A.R..,0,suspicious
58:46.5,13.043,TCP  ,EXT_SERVER,22,10001_123,4233,18,2985,1,.AP.S.,0,suspicious
58:46.5,13.043,TCP  ,10001_123,4233,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
59:08.2,15.159,TCP  ,EXT_SERVER,22,10001_123,2816,20,3065,1,.AP.S.,0,suspicious
59:08.2,15.159,TCP  ,10001_123,2816,EXT_SERVER,22,19,3071,1,.APRS.,0,suspicious
56:20.4,9.376,TCP  ,10006_27,30538,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
56:20.4,9.376,TCP  ,EXT_SERVER,22,10006_27,30538,19,3185,1,.AP.SF,0,suspicious
56:39.5,0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50780,7,561,1,.AP.SF,0,normal
56:39.5,0.066,TCP  ,OPENSTACK_NET,50780,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
56:39.7,0.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50781,7,1726,1,.AP.SF,0,normal
56:39.7,0.064,TCP  ,OPENSTACK_NET,50781,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
56:48.6,0.04,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63853,7,556,1,.AP.SF,0,normal
56:48.6,0.04,TCP  ,OPENSTACK_NET,63853,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
56:48.6,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63854,7,702,1,.AP.SF,0,normal
56:48.6,0.063,TCP  ,OPENSTACK_NET,63854,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
56:50.7,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63855,7,639,1,.AP.SF,0,normal
56:50.7,0.047,TCP  ,OPENSTACK_NET,63855,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
59:39.8,13.185,TCP  ,EXT_SERVER,22,10001_123,1715,18,2985,1,.AP.S.,0,suspicious
59:39.8,13.185,TCP  ,10001_123,1715,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
59:56.0,0,TCP  ,EXT_SERVER,2323,10085_68,26901,1,40,1,.A.R..,0,suspicious
59:56.0,0,TCP  ,10085_68,26901,EXT_SERVER,2323,1,46,1,....S.,0,suspicious
59:54.0,12.64,TCP  ,EXT_SERVER,22,10001_123,2199,18,2985,1,.AP.S.,0,suspicious
59:54.0,12.64,TCP  ,10001_123,2199,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
00:09.7,12.555,TCP  ,EXT_SERVER,22,10001_123,1441,18,2985,1,.AP.S.,0,suspicious
00:09.7,12.555,TCP  ,10001_123,1441,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
57:14.3,8.971,TCP  ,10006_27,63879,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
57:14.3,8.971,TCP  ,EXT_SERVER,22,10006_27,63879,19,3185,1,.AP.SF,0,suspicious
00:33.9,0,TCP  ,10060_92,16308,EXT_SERVER,23,1,46,1,....S.,0,suspicious
00:33.9,0,TCP  ,EXT_SERVER,23,10060_92,16308,1,40,1,.A.R..,0,suspicious
00:34.0,0,TCP  ,10060_92,16308,EXT_SERVER,2323,1,46,1,....S.,0,suspicious
00:34.0,0,TCP  ,EXT_SERVER,2323,10060_92,16308,1,40,1,.A.R..,0,suspicious
00:28.4,6.417,TCP  ,10004_35,22897,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
00:28.4,6.417,TCP  ,EXT_SERVER,22,10004_35,22897,9,4421,1,.AP.SF,0,suspicious
00:32.4,15.391,TCP  ,EXT_SERVER,22,10001_123,4801,21,3146,1,.AP.S.,0,suspicious
00:32.4,15.391,TCP  ,10001_123,4801,EXT_SERVER,22,17,3033,1,.APRS.,0,suspicious
57:48.7,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63874,7,561,1,.AP.SF,0,normal
57:48.7,0.062,TCP  ,OPENSTACK_NET,63874,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
57:48.8,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63875,7,1726,1,.AP.SF,0,normal
57:48.8,0.058,TCP  ,OPENSTACK_NET,63875,EXT_SERVER,8000,5,533,1,.AP.SF,0,normal
59:00.1,121.911,TCP  ,10004_35,62594,EXT_SERVER,22,8,433,1,.APRSF,0,suspicious
59:00.1,121.911,TCP  ,EXT_SERVER,22,10004_35,62594,8,1485,1,.AP.SF,0,suspicious
00:54.7,14.61,TCP  ,EXT_SERVER,22,10001_123,4149,19,3077,1,.AP.S.,0,suspicious
00:54.7,14.61,TCP  ,10001_123,4149,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
58:07.4,9.418,TCP  ,10006_27,39367,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
58:07.4,9.418,TCP  ,EXT_SERVER,22,10006_27,39367,19,3185,1,.AP.SF,0,suspicious
01:24.2,0,TCP  ,EXT_SERVER,5555,10086_189,42533,1,40,1,.A.R..,0,suspicious
01:24.2,0,TCP  ,10086_189,42533,EXT_SERVER,5555,1,46,1,....S.,0,suspicious
01:18.6,6.898,TCP  ,10004_35,29033,EXT_SERVER,22,8,435,1,.APRSF,0,suspicious
01:18.6,6.898,TCP  ,EXT_SERVER,22,10004_35,29033,9,2550,1,.AP.S.,0,suspicious
01:31.2,0,TCP  ,10087_19,52066,EXT_SERVER,5353,1,46,1,....S.,0,suspicious
01:31.2,0,TCP  ,EXT_SERVER,5353,10087_19,52066,1,40,1,.A.R..,0,suspicious
01:18.2,15.986,TCP  ,EXT_SERVER,22,10001_123,2802,19,3093,1,.AP.S.,0,suspicious
01:18.2,15.986,TCP  ,10001_123,2802,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
58:39.5,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50814,7,556,1,.AP.SF,0,normal
58:39.5,0.052,TCP  ,OPENSTACK_NET,50814,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
58:39.5,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50815,7,702,1,.AP.SF,0,normal
58:39.5,0.073,TCP  ,OPENSTACK_NET,50815,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
59:45.1,122.834,TCP  ,10004_35,15218,EXT_SERVER,22,5,262,1,.A.RS.,0,suspicious
59:45.1,122.834,TCP  ,EXT_SERVER,22,10004_35,15218,6,369,1,.AP.SF,0,suspicious
01:13.6,33.466,TCP  ,10004_35,36548,EXT_SERVER,22,4,226,1,...RS.,0,suspicious
01:13.6,33.466,TCP  ,EXT_SERVER,22,10004_35,36548,8,480,1,.A..S.,0,suspicious
01:54.0,0,TCP  ,10088_202,54727,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
01:54.0,0,TCP  ,EXT_SERVER,7547,10088_202,54727,1,40,1,.A.R..,0,suspicious
01:42.7,15.194,TCP  ,EXT_SERVER,22,10001_123,3696,19,3093,1,.AP.S.,0,suspicious
01:42.7,15.194,TCP  ,10001_123,3696,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
59:01.5,7.827,TCP  ,10006_27,21117,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
59:01.5,7.827,TCP  ,EXT_SERVER,22,10006_27,21117,19,3185,1,.AP.SF,0,suspicious
01:58.0,11.347,TCP  ,10004_35,44325,EXT_SERVER,22,10,1589,1,.APRSF,0,suspicious
01:58.0,11.347,TCP  ,EXT_SERVER,22,10004_35,44325,15,5569,1,.AP.S.,0,suspicious
02:09.2,0,TCP  ,10089_31,60919,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
02:09.2,0,TCP  ,EXT_SERVER,7547,10089_31,60919,1,40,1,.A.R..,0,suspicious
59:17.0,9.183,TCP  ,EXT_SERVER,22,10012_224,46861,19,3185,1,.AP.SF,0,suspicious
59:17.0,9.183,TCP  ,10012_224,46861,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
58:16.4,71.486,TCP  ,10004_35,10280,EXT_SERVER,22,6,983,1,.AP.SF,0,suspicious
58:16.4,71.486,TCP  ,EXT_SERVER,22,10004_35,10280,13,7569,1,.AP.SF,0,suspicious
02:14.3,15.784,TCP  ,EXT_SERVER,22,10001_123,3977,21,3117,1,.AP.S.,0,suspicious
02:14.3,15.784,TCP  ,10001_123,3977,EXT_SERVER,22,17,3073,1,.APRS.,0,suspicious
57:33.8,121.458,TCP  ,10004_35,22445,EXT_SERVER,22,4,239,1,.AP.SF,0,suspicious
57:33.8,121.458,TCP  ,EXT_SERVER,22,10004_35,22445,13,6874,1,.AP.SF,0,suspicious
59:25.9,9.324,TCP  ,EXT_SERVER,22,10012_224,55452,19,3185,1,.AP.SF,0,suspicious
59:25.9,9.324,TCP  ,10012_224,55452,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
59:34.9,8.408,TCP  ,EXT_SERVER,22,10012_224,34772,19,3185,1,.AP.SF,0,suspicious
59:34.9,8.408,TCP  ,10012_224,34772,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
59:48.6,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63910,7,702,1,.AP.SF,0,normal
59:48.6,0.074,TCP  ,OPENSTACK_NET,63910,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
59:48.6,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63911,7,556,1,.AP.SF,0,normal
59:48.6,0.053,TCP  ,OPENSTACK_NET,63911,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
02:40.8,8.079,TCP  ,10004_35,36550,EXT_SERVER,22,5,277,1,.APRSF,0,suspicious
02:40.8,8.079,TCP  ,EXT_SERVER,22,10004_35,36550,6,393,1,.AP.S.,0,suspicious
59:42.9,8.645,TCP  ,EXT_SERVER,22,10012_224,38807,19,3185,1,.AP.SF,0,suspicious
59:42.9,8.645,TCP  ,10012_224,38807,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
59:51.2,9.919,TCP  ,EXT_SERVER,22,10012_224,42359,20,3237,1,.AP.SF,0,suspicious
59:51.2,9.919,TCP  ,10012_224,42359,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
59:54.2,8.86,TCP  ,10006_27,54846,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
59:54.2,8.86,TCP  ,EXT_SERVER,22,10006_27,54846,19,3185,1,.AP.SF,0,suspicious
02:50.4,15.043,TCP  ,EXT_SERVER,22,10001_123,4403,18,2985,1,.AP.S.,0,suspicious
02:50.4,15.043,TCP  ,10001_123,4403,EXT_SERVER,22,14,2953,1,.APRS.,0,suspicious
00:00.8,9.391,TCP  ,EXT_SERVER,22,10012_224,52308,19,3185,1,.AP.SF,0,suspicious
00:00.8,9.391,TCP  ,10012_224,52308,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
03:10.6,0,TCP  ,EXT_SERVER,23,10090_207,55102,1,40,1,.A.R..,0,suspicious
03:10.6,0,TCP  ,10090_207,55102,EXT_SERVER,23,1,46,1,....S.,0,suspicious
00:09.9,10.244,TCP  ,EXT_SERVER,22,10012_224,58934,19,3185,1,.AP.SF,0,suspicious
00:09.9,10.244,TCP  ,10012_224,58934,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
00:19.8,10.061,TCP  ,EXT_SERVER,22,10012_224,39488,19,3185,1,.AP.SF,0,suspicious
00:19.8,10.061,TCP  ,10012_224,39488,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
03:27.4,6.347,TCP  ,10004_35,39155,EXT_SERVER,22,5,277,1,.APRSF,0,suspicious
03:27.4,6.347,TCP  ,EXT_SERVER,22,10004_35,39155,6,2366,1,.AP.S.,0,suspicious
03:20.4,15.961,TCP  ,EXT_SERVER,22,10001_123,1613,18,2985,1,.AP.S.,0,suspicious
03:20.4,15.961,TCP  ,10001_123,1613,EXT_SERVER,22,17,3027,1,.APRS.,0,suspicious
00:29.5,9.997,TCP  ,EXT_SERVER,22,10012_224,47746,19,3185,1,.AP.SF,0,suspicious
00:29.5,9.997,TCP  ,10012_224,47746,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
00:39.2,9.305,TCP  ,EXT_SERVER,22,10012_224,55226,19,3185,1,.AP.SF,0,suspicious
00:39.2,9.305,TCP  ,10012_224,55226,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
03:38.3,13.912,TCP  ,EXT_SERVER,22,10001_123,4671,18,2985,1,.AP.S.,0,suspicious
03:38.3,13.912,TCP  ,10001_123,4671,EXT_SERVER,22,13,2907,1,.APRS.,0,suspicious
58:39.5,135.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50816,2,92,1,.A..SF,0,normal
58:39.5,135.068,TCP  ,OPENSTACK_NET,50816,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
00:48.2,9.733,TCP  ,EXT_SERVER,22,10012_224,32921,20,3237,1,.AP.SF,0,suspicious
00:48.2,9.733,TCP  ,10012_224,32921,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
00:48.4,9.117,TCP  ,10006_27,49590,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
00:48.4,9.117,TCP  ,EXT_SERVER,22,10006_27,49590,19,3185,1,.AP.SF,0,suspicious
00:57.9,10.242,TCP  ,EXT_SERVER,22,10012_224,40220,19,3185,1,.AP.SF,0,suspicious
00:57.9,10.242,TCP  ,10012_224,40220,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
04:07.5,6.893,TCP  ,10004_35,33798,EXT_SERVER,22,6,329,1,.APRS.,0,suspicious
04:07.5,6.893,TCP  ,EXT_SERVER,22,10004_35,33798,5,1285,1,.AP.S.,0,suspicious
01:07.9,10.272,TCP  ,EXT_SERVER,22,10012_224,48012,19,3185,1,.AP.SF,0,suspicious
01:07.9,10.272,TCP  ,10012_224,48012,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
04:04.5,16.406,TCP  ,EXT_SERVER,22,10001_123,4658,21,3158,1,.AP.S.,0,suspicious
04:04.5,16.406,TCP  ,10001_123,4658,EXT_SERVER,22,15,3685,1,.APRS.,0,suspicious
01:17.8,11.431,TCP  ,EXT_SERVER,22,10012_224,55680,19,3185,1,.AP.SF,0,suspicious
01:17.8,11.431,TCP  ,10012_224,55680,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
01:39.5,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50866,7,556,1,.AP.SF,0,normal
01:39.5,0.048,TCP  ,OPENSTACK_NET,50866,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
01:39.5,0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50865,7,561,1,.AP.SF,0,normal
01:39.5,0.068,TCP  ,OPENSTACK_NET,50865,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
01:39.5,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50867,7,702,1,.AP.SF,0,normal
01:39.5,0.06,TCP  ,OPENSTACK_NET,50867,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
01:28.9,11.579,TCP  ,EXT_SERVER,22,10012_224,39940,19,3185,1,.AP.SF,0,suspicious
01:28.9,11.579,TCP  ,10012_224,39940,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
01:39.5,3.518,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50868,7,1726,1,.AP.SF,0,normal
01:39.5,3.518,TCP  ,OPENSTACK_NET,50868,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
01:43.0,0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50869,7,639,1,.AP.SF,0,normal
01:43.0,0.068,TCP  ,OPENSTACK_NET,50869,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
04:33.7,15.262,TCP  ,EXT_SERVER,22,10001_123,3521,20,3065,1,.AP.S.,0,suspicious
04:33.7,15.262,TCP  ,10001_123,3521,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious
01:40.1,10.404,TCP  ,EXT_SERVER,22,10012_224,50950,19,3185,1,.AP.SF,0,suspicious
01:40.1,10.404,TCP  ,10012_224,50950,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
01:44.4,9.46,TCP  ,10006_27,49112,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
01:44.4,9.46,TCP  ,EXT_SERVER,22,10006_27,49112,19,3185,1,.AP.SF,0,suspicious
01:50.2,10.073,TCP  ,EXT_SERVER,22,10012_224,59287,19,3185,1,.AP.SF,0,suspicious
01:50.2,10.073,TCP  ,10012_224,59287,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
04:50.3,13.131,TCP  ,10004_35,32247,EXT_SERVER,22,6,329,1,.APRSF,0,suspicious
04:50.3,13.131,TCP  ,EXT_SERVER,22,10004_35,32247,8,3425,1,.AP.S.,0,suspicious
04:51.5,13.471,TCP  ,EXT_SERVER,22,10001_123,2448,18,2985,1,.AP.S.,0,suspicious
04:51.5,13.471,TCP  ,10001_123,2448,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
05:09.8,0,TCP  ,10091_22,20429,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
05:09.8,0,TCP  ,EXT_SERVER,5358,10091_22,20429,1,40,1,.A.R..,0,suspicious
02:00.0,10.077,TCP  ,EXT_SERVER,22,10012_224,39093,19,3185,1,.AP.SF,0,suspicious
02:00.0,10.077,TCP  ,10012_224,39093,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
05:19.0,0,TCP  ,10092_194,47114,EXT_SERVER,23,1,46,1,....S.,0,suspicious
05:19.0,0,TCP  ,EXT_SERVER,23,10092_194,47114,1,40,1,.A.R..,0,suspicious
02:09.7,10.493,TCP  ,EXT_SERVER,22,10012_224,49728,19,3185,1,.AP.SF,0,suspicious
02:09.7,10.493,TCP  ,10012_224,49728,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
02:19.9,10.014,TCP  ,EXT_SERVER,22,10012_224,36652,19,3185,1,.AP.SF,0,suspicious
02:19.9,10.014,TCP  ,10012_224,36652,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
05:26.3,9.908,TCP  ,10008_104,33794,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
05:26.3,9.908,TCP  ,EXT_SERVER,22,10008_104,33794,20,3249,1,.AP.SF,0,suspicious
02:29.6,11.495,TCP  ,EXT_SERVER,22,10012_224,46485,19,3185,1,.AP.SF,0,suspicious
02:29.6,11.495,TCP  ,10012_224,46485,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
05:40.9,6.453,TCP  ,10004_35,51549,EXT_SERVER,22,6,359,1,.APRSF,0,suspicious
05:40.9,6.453,TCP  ,EXT_SERVER,22,10004_35,51549,6,2362,1,.AP.S.,0,suspicious
02:39.4,9.5,TCP  ,10006_27,38936,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
02:39.4,9.5,TCP  ,EXT_SERVER,22,10006_27,38936,19,3185,1,.AP.SF,0,suspicious
02:48.6,0.086,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63962,7,561,1,.AP.SF,0,normal
02:48.6,0.086,TCP  ,OPENSTACK_NET,63962,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
02:48.6,0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63963,7,702,1,.AP.SF,0,normal
02:48.6,0.088,TCP  ,OPENSTACK_NET,63963,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
02:48.6,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63964,7,556,1,.AP.SF,0,normal
02:48.6,0.057,TCP  ,OPENSTACK_NET,63964,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
05:35.6,13.297,TCP  ,EXT_SERVER,22,10001_123,2536,19,3037,1,.AP.S.,0,suspicious
05:35.6,13.297,TCP  ,10001_123,2536,EXT_SERVER,22,14,3063,1,.APRS.,0,suspicious
